views,uploader,county_code
455,1,18001
1238,,18001
7958,1,18003
9124,,18003
1606,1,18005
7286,,18005
1,1,18007
212,,18009
88,1,18009
1872,1,18011
1742,,18011
267,,18013
66,1,18013
145,1,18015
169,,18015
1746,,18017
682,1,18017
1801,1,18019
8949,,18019
338,1,18021
406,,18021
275,1,18023
244,,18023
12,1,18025
61,,18025
304,1,18027
486,,18027
796,1,18029
2578,,18029
207,1,18031
1013,,18031
656,,18033
632,1,18033
1978,1,18035
7986,,18035
521,1,18037
433,,18037
4122,1,18039
8086,,18039
882,,18041
136,1,18041
1674,1,18043
6399,,18043
35,1,18045
36,,18045
42,1,18047
270,,18047
221,,18049
210,1,18049
154,1,18051
241,,18051
967,1,18053
895,,18053
126,1,18055
196,,18055
8513,1,18057
8851,,18057
1270,1,18059
5021,,18059
216,1,18061
929,,18061
2977,,18063
2634,1,18063
406,1,18065
1111,,18065
983,,18067
968,1,18067
452,1,18069
772,,18069
485,1,18071
2360,,18071
278,1,18073
697,,18073
221,,18075
96,1,18075
428,1,18077
1612,,18077
212,1,18079
643,,18079
3266,1,18081
13841,,18081
505,1,18083
564,,18083
1781,,18085
1306,1,18085
252,1,18087
330,,18087
6305,1,18089
4920,,18089
1372,1,18091
1019,,18091
357,1,18093
1594,,18093
1257,1,18095
2705,,18095
31849,,18097
24729,1,18097
667,1,18099
918,,18099
32,1,18101
51,,18101
306,,18103
263,1,18103
7168,1,18105
17583,,18105
439,1,18107
624,,18107
455,1,18109
1594,,18109
238,,18111
140,1,18111
789,,18113
633,1,18113
59,1,18115
91,,18115
186,1,18117
930,,18117
51,1,18119
93,,18119
23,1,18121
56,,18121
125,1,18123
74,,18123
28,1,18125
13,,18125
3727,,18127
4448,1,18127
89,1,18129
89,,18129
90,1,18131
168,,18131
471,1,18133
374,,18133
75,1,18135
529,,18135
475,1,18137
1832,,18137
36,1,18139
279,,18139
7439,1,18141
6955,,18141
140,1,18143
1165,,18143
1140,1,18145
2660,,18145
101,,18147
102,1,18147
292,1,18149
431,,18149
604,1,18151
1143,,18151
33,1,18153
128,,18153
49,1,18155
99,,18155
4343,,18157
5784,1,18157
145,,18159
103,1,18159
67,1,18161
203,,18161
4446,1,18163
3714,,18163
422,1,18165
408,,18165
2119,1,18167
1831,,18167
171,1,18169
743,,18169
994,1,18173
851,,18173
683,1,18175
2634,,18175
925,1,18177
3843,,18177
295,,18179
288,1,18179
221,1,18181
292,,18181
763,1,18183
984,,18183
266,1,19001
83,,19001
170,1,19003
48,,19003
440,1,19005
59,,19005
1864,1,19007
546,,19007
517,1,19009
137,,19009
2008,1,19011
444,,19011
25097,1,19013
8667,,19013
3950,1,19015
744,,19015
3989,1,19017
1042,,19017
3230,1,19019
692,,19019
5917,1,19021
1875,,19021
882,1,19023
241,,19023
637,1,19025
77,,19025
3646,1,19027
640,,19027
1667,1,19029
375,,19029
3065,1,19031
540,,19031
8317,1,19033
1966,,19033
797,1,19035
213,,19035
1012,1,19037
199,,19037
2395,1,19039
562,,19039
3615,1,19041
937,,19041
2620,1,19043
515,,19043
2392,,19045
9992,1,19045
3382,1,19047
798,,19047
6571,1,19049
1553,,19049
699,1,19051
272,,19051
866,1,19053
262,,19053
2107,1,19055
563,,19055
12012,1,19057
3106,,19057
3009,1,19059
869,,19059
24489,1,19061
5121,,19061
1572,1,19063
313,,19063
1604,1,19065
347,,19065
4455,1,19067
851,,19067
717,1,19069
232,,19069
122,1,19071
37,,19071
250,,19073
1610,1,19073
464,1,19075
155,,19075
1302,1,19077
312,,19077
1164,1,19079
387,,19079
3289,1,19081
675,,19081
1182,1,19083
261,,19083
1234,1,19085
325,,19085
2757,1,19087
927,,19087
1377,1,19089
265,,19089
800,1,19091
177,,19091
387,1,19093
68,,19093
2755,1,19095
642,,19095
1414,1,19097
322,,19097
1048,,19099
4951,1,19099
3922,1,19101
1061,,19101
78325,1,19103
15520,,19103
1575,1,19105
310,,19105
1226,1,19107
188,,19107
2470,1,19109
321,,19109
2600,1,19111
641,,19111
98490,1,19113
19727,,19113
1737,1,19115
438,,19115
1732,1,19117
374,,19117
453,1,19119
147,,19119
1160,1,19121
239,,19121
909,,19123
4181,1,19123
6434,1,19125
1402,,19125
2793,,19127
12652,1,19127
1894,1,19129
468,,19129
573,,19131
2047,1,19131
618,1,19133
140,,19133
833,1,19135
167,,19135
1265,1,19137
339,,19137
2911,,19139
7107,1,19139
1218,1,19141
546,,19141
433,1,19143
255,,19143
2648,1,19145
756,,19145
1023,1,19147
325,,19147
2774,1,19149
1037,,19149
562,1,19151
94,,19151
50685,,19153
227931,1,19153
21237,1,19155
4846,,19155
5093,1,19157
967,,19157
152,1,19159
6,,19159
551,1,19161
155,,19161
64516,1,19163
14563,,19163
1893,1,19165
494,,19165
3543,1,19167
1840,,19167
24381,1,19169
7345,,19169
1824,1,19171
619,,19171
6,1,19173
867,,19175
4185,1,19175
507,1,19177
172,,19177
9517,1,19179
1991,,19179
5583,1,19181
1088,,19181
4740,1,19183
763,,19183
696,1,19185
115,,19185
12261,1,19187
2753,,19187
1027,1,19189
198,,19189
3112,1,19191
802,,19191
11008,,19193
42056,1,19193
28,1,19195
9,,19195
421,1,19197
100,,19197
108,1,20001
146,,20001
58,1,20003
63,,20003
306,1,20005
286,,20005
55,1,20007
61,,20007
602,,20009
521,1,20009
110,1,20011
98,,20011
207,1,20013
131,,20013
776,1,20015
721,,20015
1,1,20017
1,,20017
1,1,20019
124,1,20021
112,,20021
53,1,20027
72,,20027
102,1,20029
41,,20029
79,1,20031
64,,20031
433,1,20035
398,,20035
1089,1,20037
723,,20037
179,1,20041
138,,20041
1,1,20043
6082,1,20045
2735,,20045
1,1,20049
980,1,20051
938,,20051
34,,20053
27,1,20053
394,1,20055
427,,20055
619,1,20057
555,,20057
239,1,20059
138,,20059
469,1,20061
483,,20061
